sample_id,stem_id,species,water mas,CPg,wc,NF,NSlf,SL,STm,Pbr,Sbr,P:S,SD.PL,SD.SL,SD.P:S,Pendent 1,Pendent 2,Pendent 3,Pendent 4,Pendent 5,Pendent 6,Pendent 7,Pendent 8,Pendent 9,Pendent 10,Spreading 1,Spreading 2,Spreading 3,Spreading 4,Spreading 5,Spreading 6,Spreading 7,Spreading 8,Spreading 9,Spreading 10,P:S1,P:S2,P:S3,P:S4,P:S5,P:S6,P:S7,P:S8,P:S9,P:S10
s1.29.06.cu.5,s1.29.06.cu.5.5,S.cuspidatum,0.119,0.0115,10.3478,24,102,6.14,0.0106,0.7374,0.8503,0.869263872,0.086295075,0.095886443,0.061131287,0.693,0.665,0.787,0.895,0.715,0.842,0.682,0.815,0.625,0.655,0.81,0.885,0.865,0.958,0.894,0.895,0.745,1.013,0.693,0.745,0.855555556,0.751412429,0.90982659,0.934237996,0.799776286,0.940782123,0.915436242,0.804540967,0.901875902,0.879194631
s2.04.07.cu.1,s2.04.07.cu.1.1,S.cuspidatum,0.3224,0.0337,9.5668,49,155,3.92,0.0475,1.0244,1.1542,0.891191959,0.107668194,0.135810014,0.063507976,0.992,0.853,1.105,0.936,1.076,0.958,0.926,1.076,1.076,1.246,1.023,0.992,1.312,1.034,1.194,1.205,0.971,1.152,1.364,1.295,0.96969697,0.859879032,0.84222561,0.905222437,0.901172529,0.795020747,0.953656025,0.934027778,0.788856305,0.962162162
s2.04.07.cu.1,s2.04.07.cu.1.2,S.cuspidatum,0.2001,0.0222,9.0135,13,48,1.66,0.011,1.0112,1.1998,0.843797839,0.186684654,0.160344504,0.106642158,0.787,1.215,0.798,0.788,1.215,0.832,1.118,1.257,0.971,1.131,0.821,1.278,1.141,1.065,1.417,1.295,1.215,1.333,1.142,1.291,0.958587089,0.950704225,0.699386503,0.739906103,0.857445307,0.642471042,0.920164609,0.942985746,0.850262697,0.876065066
s2.04.07.cu.1,s2.04.07.cu.1.3,S.cuspidatum,0.2372,0.0247,9.6032,31,112,3.52,0.0343,1.0793,1.2465,0.870927385,0.114570546,0.136554934,0.089198484,1.086,1.005,1.035,0.895,1.322,1.118,1.184,1.055,1.135,0.958,1.128,1.065,1.118,1.215,1.483,1.475,1.278,1.183,1.195,1.325,0.962765957,0.943661972,0.925760286,0.736625514,0.891436278,0.757966102,0.926447574,0.891800507,0.949790795,0.723018868
s2.04.07.cu.1,s2.04.07.cu.1.4,S.cuspidatum,0.2124,0.021,10.1143,32,119,4.3,0.0193,0.9528,1.0889,0.880074326,0.120391694,0.138419977,0.08694379,0.787,0.873,0.935,0.958,1.215,0.852,0.895,1.023,0.895,1.095,1.162,0.906,0.995,0.995,1.354,0.915,1.012,1.215,1.152,1.183,0.677280551,0.963576159,0.939698492,0.96281407,0.897341211,0.931147541,0.884387352,0.841975309,0.776909722,0.925612849
s2.04.07.cu.1,s2.04.07.cu.1.5,S.cuspidatum,0.2934,0.0313,9.3738,17,76,3.41,0.0181,1.1257,1.2894,0.877637418,0.099516883,0.128747971,0.077900185,1.076,0.947,1.086,1.118,1.055,1.118,1.281,1.265,1.076,1.235,1.215,1.125,1.354,1.495,1.085,1.152,1.365,1.375,1.395,1.333,0.885596708,0.841777778,0.802067947,0.747826087,0.97235023,0.970486111,0.938461538,0.92,0.771326165,0.92648162
s2.04.07.cu.2,s2.04.07.cu.2.1,S.cuspidatum,0.387,0.0287,13.4843,31,98,4.56,0.0265,0.889,1.0327,0.868205258,0.105945269,0.109247471,0.117550769,1.12,0.842,0.821,0.947,0.895,0.971,0.832,0.693,0.895,0.874,1.194,0.905,1.085,1.025,0.965,0.935,0.874,1.105,1.205,1.034,0.938023451,0.93038674,0.756682028,0.923902439,0.92746114,1.038502674,0.95194508,0.627149321,0.742738589,0.845261122
s2.04.07.cu.2,s2.04.07.cu.2.2,S.cuspidatum,0.312,0.0232,13.4483,24,74,2.77,0.0122,0.7284,0.834,0.888074848,0.094852728,0.135483578,0.128481919,0.787,0.885,0.617,0.693,0.693,0.606,0.864,0.627,0.787,0.725,0.916,0.905,0.596,0.693,1.044,0.756,0.992,0.916,0.798,0.724,0.859170306,0.977900552,1.035234899,1,0.663793103,0.801587302,0.870967742,0.684497817,0.986215539,1.001381215
s2.04.07.cu.2,s2.04.07.cu.2.3,S.cuspidatum,0.4486,0.0344,13.0407,18,72,2.08,0.0178,0.9128,1.1951,0.766722754,0.166566383,0.113680649,0.130570305,0.693,0.895,0.685,0.745,0.853,1.025,1.195,0.895,1.035,1.107,1.175,1.135,1.235,1.267,0.965,1.257,1.291,1.023,1.312,1.291,0.589787234,0.788546256,0.55465587,0.588003157,0.883937824,0.815433572,0.92563904,0.87487781,0.788871951,0.857474826
s2.04.07.cu.2,s2.04.07.cu.2.4,S.cuspidatum,0.1456,0.0106,13.7358,23,73,2.44,0.0064,0.6525,0.7145,0.914778897,0.066653207,0.075806662,0.045236392,0.745,0.651,0.627,0.615,0.522,0.615,0.725,0.685,0.735,0.605,0.845,0.714,0.724,0.745,0.564,0.645,0.798,0.714,0.745,0.651,0.881656805,0.911764706,0.866022099,0.825503356,0.925531915,0.953488372,0.908521303,0.959383754,0.986577181,0.929339478
s2.04.07.cu.2,s2.04.07.cu.2.5,S.cuspidatum,0.2634,0.0222,11.8649,26,84,2.53,0.0173,0.9893,1.1781,0.839746522,0.170127041,0.160222002,0.091584134,1.066,0.965,1.024,1.195,0.968,1.118,0.926,1.205,0.615,0.811,1.095,1.183,1.115,1.278,1.354,1.247,1.163,1.375,0.777,1.194,0.973515982,0.815722739,0.91838565,0.935054773,0.714918759,0.896551724,0.796216681,0.876363636,0.791505792,0.679229481
s2.04.07.cu.3,s2.04.07.cu.3.1,S.cuspidatum,0.1686,0.0523,3.2237,35,92,2.43,0.0386,1.0609,1.2202,0.877343239,0.126438483,0.186990802,0.08320014,1.045,1.086,1.065,1.065,0.787,1.085,1.145,0.975,1.034,1.322,1.245,1.194,1.085,1.215,0.905,1.097,1.255,1.125,1.535,1.546,0.83935743,0.909547739,0.98156682,0.87654321,0.86961326,0.989061076,0.912350598,0.866666667,0.673615635,0.855109961
s2.04.07.cu.3,s2.04.07.cu.3.2,S.cuspidatum,0.1131,0.0296,3.8209,52,184,5.67,0.0228,0.6623,0.8693,0.768541183,0.126886603,0.152523474,0.102712106,0.661,0.564,0.522,0.655,0.585,1.013,0.665,0.661,0.615,0.682,0.926,0.682,0.693,0.765,0.895,1.125,0.853,1.135,0.874,0.745,0.713822894,0.826979472,0.753246753,0.85620915,0.653631285,0.900444444,0.779601407,0.582378855,0.703661327,0.915436242
s2.04.07.cu.3,s2.04.07.cu.3.3,S.cuspidatum,0.1196,0.0276,4.3333,30,93,3.59,0.0195,0.7123,0.8114,0.88089791,0.085872056,0.082305771,0.087111541,0.926,0.64,0.798,0.703,0.685,0.682,0.638,0.645,0.745,0.661,0.895,0.853,0.947,0.906,0.714,0.765,0.808,0.735,0.798,0.693,1.034636872,0.750293083,0.842661035,0.77593819,0.959383754,0.891503268,0.78960396,0.87755102,0.93358396,0.953823954
s2.04.07.cu.3,s2.04.07.cu.3.4,S.cuspidatum,0.1014,0.0244,4.1557,19,74,2.4,0.0107,0.8241,1.1024,0.749790324,0.120731479,0.136229365,0.081409059,1.025,0.965,0.855,0.845,0.916,0.685,0.755,0.715,0.853,0.627,1.141,1.285,1.162,1.115,1.305,1.194,0.947,0.925,1.044,0.906,0.898334794,0.750972763,0.735800344,0.757847534,0.701915709,0.573701843,0.797254488,0.772972973,0.817049808,0.69205298
s2.04.07.cu.3,s2.04.07.cu.3.5,S.cuspidatum,0.0548,0.0141,3.8865,29,98,2.49,0.0077,0.5748,0.6911,0.830696199,0.094360797,0.075550579,0.089202351,0.693,0.575,0.545,0.745,0.414,0.522,0.495,0.651,0.512,0.596,0.756,0.648,0.705,0.832,0.661,0.627,0.648,0.724,0.554,0.756,0.916666667,0.887345679,0.773049645,0.895432692,0.626323752,0.832535885,0.763888889,0.899171271,0.924187726,0.788359788
s2.04.07.cu.4,s2.04.07.cu.4.1,S.cuspidatum,0.0981,0.024,4.0875,22,82,3.73,0.0155,1.0168,1.2547,0.808063143,0.151880743,0.097680141,0.091021921,0.665,1.015,1.025,1.131,0.895,1.135,1.013,0.935,1.118,1.236,1.013,1.267,1.246,1.205,1.335,1.255,1.333,1.194,1.344,1.355,0.656465943,0.801104972,0.822632424,0.938589212,0.670411985,0.90438247,0.759939985,0.783082077,0.831845238,0.912177122
s2.04.07.cu.4,s2.04.07.cu.4.2,S.cuspidatum,0.0968,0.0263,3.6806,45,159,6.82,0.0368,0.9938,1.0663,0.932331804,0.135980734,0.107586291,0.087936494,0.805,0.894,1.055,0.925,1.055,0.845,1.184,1.165,0.865,1.145,1.055,0.926,1.141,0.884,1.118,1.002,1.128,1.265,1.013,1.131,0.763033175,0.965442765,0.92462752,1.04638009,0.943649374,0.843313373,1.04964539,0.920948617,0.853899309,1.012378426
s2.04.07.cu.4,s2.04.07.cu.4.3,S.cuspidatum,0.1151,0.0311,3.701,47,163,7.24,0.0372,0.9403,1.1749,0.800504952,0.120529706,0.072221119,0.088254567,1.045,0.755,1.055,1.056,0.777,1.125,0.947,0.874,0.853,0.916,1.215,1.255,1.215,1.226,0.981,1.205,1.162,1.183,1.165,1.142,0.860082305,0.601593625,0.868312757,0.861337684,0.79204893,0.933609959,0.814974182,0.738799662,0.732188841,0.802101576
s2.04.07.cu.4,s2.04.07.cu.4.4,S.cuspidatum,0.0813,0.0219,3.7123,17,59,2.61,0.0106,0.9331,1.0645,0.88156355,0.076844583,0.072004514,0.101292866,0.947,0.971,1.055,1.015,0.945,0.916,0.947,0.884,0.895,0.756,1.015,1.034,0.992,1.142,1.173,1.097,1.076,1.055,0.926,1.135,0.933004926,0.939071567,1.063508065,0.888791594,0.805626598,0.835004558,0.880111524,0.837914692,0.966522678,0.666079295
s2.04.07.cu.4,s2.04.07.cu.4.5,S.cuspidatum,0.0941,0.0223,4.2197,38,122,5.08,0.026,0.8377,0.8992,0.944748475,0.086275199,0.09187252,0.170661254,0.756,0.795,0.795,0.884,1.055,0.745,0.775,0.845,0.884,0.843,0.785,0.885,0.895,0.992,0.745,0.947,0.895,1.065,0.958,0.825,0.963057325,0.898305085,0.888268156,0.891129032,1.416107383,0.786694826,0.865921788,0.79342723,0.922755741,1.021818182
s2.04.07.cu.5,s2.04.07.cu.5.1,S.cuspidatum,0.2552,0.0276,9.2464,21,84,2.8,0.0192,0.9819,1.1536,0.851748475,0.124277472,0.060760513,0.101480313,1.076,1.097,1.236,1.045,0.864,0.947,0.884,0.832,0.853,0.985,1.142,1.257,1.173,1.145,1.045,1.175,1.141,1.115,1.246,1.097,0.942206655,0.872712808,1.05370844,0.912663755,0.826794258,0.805957447,0.774758983,0.746188341,0.68459069,0.897903373
s2.04.07.cu.5,s2.04.07.cu.5.2,S.cuspidatum,0.1803,0.0193,9.342,25,93,4.95,0.0124,0.8088,1.0861,0.741692048,0.208609588,0.161397924,0.143115408,0.724,0.745,0.874,1.097,0.992,0.815,0.435,0.916,1.013,0.477,1.194,0.855,1.055,1.291,1.162,1.131,1.076,1.095,1.256,0.746,0.606365159,0.871345029,0.828436019,0.849728892,0.853700516,0.720601238,0.404275093,0.83652968,0.806528662,0.639410188
s2.04.07.cu.5,s2.04.07.cu.5.3,S.cuspidatum,0.3039,0.0337,9.0178,29,99,5.73,0.031,1.153,1.2648,0.920909633,0.177238258,0.181767874,0.128986593,0.853,1.285,1.131,1.141,1.097,0.937,1.325,1.002,1.405,1.354,1.302,1.245,1.285,1.485,1.292,0.863,1.386,1.013,1.322,1.455,0.655145929,1.032128514,0.880155642,0.768350168,0.849071207,1.085747393,0.955988456,0.989141165,1.062783661,0.930584192
s2.04.07.cu.5,s2.04.07.cu.5.4,S.cuspidatum,0.3329,0.0345,9.6493,26,91,4.51,0.0214,1.0005,1.1975,0.843798685,0.105769797,0.121966594,0.119660419,1.044,0.755,1.055,1,1.141,1.035,0.947,1.118,0.905,1.005,1.375,1.246,1.184,1.291,1.268,1.097,1.225,1.278,1.076,0.935,0.759272727,0.605939005,0.891047297,0.774593338,0.899842271,0.943482224,0.773061224,0.874804382,0.841078067,1.07486631
s2.04.07.cu.5,s2.04.07.cu.5.5,S.cuspidatum,0.2469,0.0274,9.0109,23,76,4.06,0.0157,0.9572,1.1461,0.840694508,0.084296856,0.092036352,0.102110217,0.945,0.985,0.895,0.811,1.034,0.992,0.97,0.935,0.874,1.131,1.065,0.971,1.194,1.086,1.055,1.281,1.215,1.236,1.173,1.185,0.887323944,1.014418126,0.74958124,0.746777164,0.980094787,0.774395004,0.798353909,0.756472492,0.745098039,0.95443038
s4.06.07.cu.1,s4.06.07.cu.1.1,S.cuspidatum,0.2055,0.0194,10.5928,25,78,2.29,0.0133,0.6513,0.9287,0.731860182,0.088153332,0.151986216,0.206328069,0.777,0.564,0.575,0.617,0.672,0.798,0.675,0.535,0.575,0.725,1.002,0.926,0.865,1.086,1.025,0.703,0.645,1.125,1.045,0.865,0.775449102,0.609071274,0.664739884,0.568139963,0.655609756,1.135135135,1.046511628,0.475555556,0.550239234,0.838150289
s4.06.07.cu.1,s4.06.07.cu.1.2,S.cuspidatum,0.2141,0.0205,10.4439,48,138,3.13,0.0219,0.7685,0.8529,0.921541954,0.068779721,0.132394449,0.159141463,0.777,0.798,0.745,0.651,0.79,0.895,0.832,0.801,0.714,0.682,0.831,0.895,1.055,0.822,0.821,0.895,1.044,0.617,0.884,0.665,0.935018051,0.891620112,0.706161137,0.791970803,0.962241169,1,0.796934866,1.29821718,0.807692308,1.02556391
s4.06.07.cu.1,s4.06.07.cu.1.3,S.cuspidatum,0.1281,0.0152,8.4276,17,61,1.56,0.0072,0.6968,0.8455,0.843213597,0.081635531,0.13882597,0.148660267,0.596,0.564,0.724,0.627,0.645,0.703,0.735,0.755,0.821,0.798,0.724,0.895,1.035,0.575,0.832,0.965,0.661,0.926,0.926,0.916,0.82320442,0.630167598,0.699516908,1.090434783,0.775240385,0.728497409,1.111951589,0.815334773,0.886609071,0.871179039
s4.06.07.cu.1,s4.06.07.cu.1.4,S.cuspidatum,0.1621,0.02,8.105,42,122,3.43,0.0224,0.863,0.9974,0.874227999,0.166537083,0.107010467,0.196189981,0.981,0.884,0.745,0.853,0.835,0.703,0.874,0.715,1.295,0.745,0.895,1.141,0.937,1.066,1.097,0.811,1.155,0.975,0.937,0.96,1.096089385,0.774758983,0.795090715,0.800187617,0.761166819,0.866831073,0.756709957,0.733333333,1.382070438,0.776041667
s4.06.07.cu.1,s4.06.07.cu.1.5,S.cuspidatum,0.2468,0.0268,9.209,38,117,3.06,0.0248,0.9497,1.0727,0.887000379,0.16716761,0.117202432,0.141446825,0.968,0.855,0.894,0.992,1.236,0.564,1.002,1.055,0.865,1.066,1.003,1.085,0.95,1.065,1.268,0.916,1.152,0.968,1.265,1.055,0.965104686,0.788018433,0.941052632,0.931455399,0.974763407,0.615720524,0.869791667,1.089876033,0.683794466,1.01042654
s4.06.07.cu.2,s4.06.07.cu.2.1,S.cuspidatum,0.2254,0.0213,10.5822,25,91,2.44,0.0106,0.6679,0.771,0.876350348,0.07402763,0.078282821,0.133258658,0.693,0.638,0.693,0.724,0.564,0.821,0.575,0.595,0.672,0.704,0.651,0.661,0.725,0.756,0.874,0.811,0.715,0.885,0.811,0.821,1.064516129,0.965204236,0.955862069,0.957671958,0.645308924,1.012330456,0.804195804,0.672316384,0.828606658,0.857490865
s4.06.07.cu.2,s4.06.07.cu.2.2,S.cuspidatum,0.1519,0.0161,9.4348,23,71,1.55,0.0105,0.6705,0.7685,0.880289995,0.140044457,0.120359669,0.173166894,0.554,0.725,0.703,0.808,0.895,0.532,0.575,0.515,0.865,0.533,0.745,0.777,0.585,0.745,1.055,0.661,0.832,0.672,0.815,0.798,0.743624161,0.933075933,1.201709402,1.084563758,0.848341232,0.80484115,0.691105769,0.766369048,1.061349693,0.667919799
s4.06.07.cu.2,s4.06.07.cu.2.3,S.cuspidatum,0.2048,0.0171,11.9766,55,184,3.14,0.0106,0.5745,0.5516,1.099183818,0.119755793,0.154927854,0.282151741,0.394,0.661,0.478,0.465,0.715,0.446,0.672,0.575,0.765,0.574,0.501,0.575,0.395,0.436,0.575,0.245,0.766,0.585,0.745,0.693,0.786427146,1.149565217,1.210126582,1.066513761,1.243478261,1.820408163,0.877284595,0.982905983,1.026845638,0.828282828
s4.06.07.cu.2,s4.06.07.cu.2.4,S.cuspidatum,0.1583,0.016,9.8937,34,101,2.81,0.0169,0.6284,0.8278,0.78689756,0.118418917,0.191466864,0.170910312,0.457,0.645,0.714,0.895,0.651,0.693,0.575,0.485,0.574,0.595,0.475,0.937,0.64,0.947,1.085,1.002,0.971,0.651,0.905,0.665,0.962105263,0.688367129,1.115625,0.945089757,0.6,0.691616766,0.592173018,0.74500768,0.634254144,0.894736842
s4.06.07.cu.2,s4.06.07.cu.2.5,S.cuspidatum,0.204,0.0149,13.6913,35,104,2.39,0.0144,0.7005,0.8214,0.873089174,0.127514117,0.174791991,0.150382671,0.535,0.606,0.724,0.596,0.832,0.805,0.845,0.745,0.485,0.832,0.436,0.693,0.787,0.724,0.884,0.895,1.055,0.853,0.811,1.076,1.22706422,0.874458874,0.919949174,0.82320442,0.941176471,0.899441341,0.800947867,0.873388042,0.598027127,0.773234201
s4.06.07.cu.3,s4.06.07.cu.3.1,S.cuspidatum,0.3945,0.0198,19.9242,14,49,1.25,0.0129,1.0404,1.1112,0.976270484,0.173336782,0.221260842,0.266599157,0.787,0.795,0.905,1.135,1.125,1.015,1.135,1.345,0.947,1.215,0.874,1.055,1.247,0.842,1.465,1.333,0.905,1.152,1.365,0.874,0.900457666,0.753554502,0.72574178,1.347980998,0.767918089,0.76144036,1.254143646,1.167534722,0.693772894,1.390160183
s4.06.07.cu.3,s4.06.07.cu.3.2,S.cuspidatum,0.26,0.014,18.5714,54,191,6.39,0.0278,0.9171,1.1574,0.798603166,0.185797982,0.23027818,0.089209529,0.745,0.672,0.968,0.795,0.985,0.766,1.226,0.937,0.832,1.245,0.765,0.832,1.194,1.087,1.194,1.27,1.417,1.162,1.076,1.577,0.973856209,0.807692308,0.810720268,0.731370745,0.824958124,0.603149606,0.865208186,0.80636833,0.773234201,0.789473684
s4.06.07.cu.3,s4.06.07.cu.3.3,S.cuspidatum,0.3689,0.0198,18.6313,28,92,3.73,0.0157,0.7841,0.9398,0.837275024,0.181787486,0.158382954,0.161234148,0.535,0.798,0.457,0.787,1.085,0.832,1.025,0.795,0.832,0.695,0.715,0.672,0.787,1.025,1.107,0.947,1.075,0.981,1.163,0.926,0.748251748,1.1875,0.58068615,0.767804878,0.980126468,0.878563886,0.953488372,0.810397554,0.71539123,0.750539957
s4.06.07.cu.3,s4.06.07.cu.3.4,S.cuspidatum,0.3088,0.018,17.1556,51,176,6.57,0.0325,0.9754,1.1085,0.890630734,0.265674688,0.203403171,0.231055426,0.808,0.693,1.013,1.267,0.724,0.825,1.385,1.268,0.606,1.165,0.926,1.055,0.725,1.145,0.945,1.204,1.427,1.396,1.067,1.195,0.872570194,0.656872038,1.397241379,1.106550218,0.766137566,0.685215947,0.970567624,0.908309456,0.567947516,0.974895397
s4.06.07.cu.3,s4.06.07.cu.3.5,S.cuspidatum,0.411,0.0207,19.8551,28,112,4.64,0.0149,0.7948,0.9717,0.823489003,0.143004056,0.134531818,0.136571843,0.693,0.705,0.545,0.808,0.958,0.725,1.015,0.981,0.703,0.815,0.975,0.703,0.765,1.066,1.086,0.985,0.906,1.142,1.045,1.044,0.710769231,1.00284495,0.712418301,0.757973734,0.88213628,0.736040609,1.120309051,0.859019264,0.672727273,0.780651341
s4.06.07.cu.4,s4.06.07.cu.4.1,S.cuspidatum,0.4682,0.0279,16.7814,7,25,1.92,0.0092,1.1287,1.2037,0.975108293,0.118210025,0.246577392,0.203056164,1.035,1.108,1.002,1.194,1.044,1.247,1.076,1.395,1.173,1.013,0.895,1.195,0.682,1.118,1.11,1.417,1.44,1.493,1.333,1.354,1.156424581,0.927196653,1.469208211,1.067978533,0.940540541,0.880028229,0.747222222,0.934360348,0.879969992,0.748153619
s4.06.07.cu.4,s4.06.07.cu.4.2,S.cuspidatum,0.2552,0.0158,16.1519,14,58,4.79,0.0121,0.9598,1.3737,0.710106288,0.083875861,0.141184312,0.123779496,1.045,0.895,0.948,0.808,1.055,1.075,0.905,0.895,1.035,0.937,1.375,1.611,1.535,1.396,1.315,1.131,1.524,1.323,1.215,1.312,0.76,0.555555556,0.617589577,0.578796562,0.802281369,0.950486295,0.593832021,0.676492819,0.851851852,0.714176829
s4.06.07.cu.4,s4.06.07.cu.4.3,S.cuspidatum,0.166,0.0096,17.2917,19,74,4.93,0.0143,0.9565,1.1946,0.80548511,0.114737309,0.152559628,0.072207646,0.916,0.874,0.895,1.044,1.003,0.855,0.894,1.034,0.825,1.225,1.195,1.086,1.097,1.301,1.291,0.935,1.417,1.215,1.013,1.396,0.766527197,0.804788214,0.81586144,0.802459646,0.776917119,0.914438503,0.630910374,0.851028807,0.814412636,0.877507163
s4.06.07.cu.4,s4.06.07.cu.4.4,S.cuspidatum,0.3526,0.0223,15.8117,12,51,3.91,0.0139,1.2415,1.4552,0.857365393,0.215068477,0.238149449,0.09817438,1.577,1.546,0.874,1.333,1.142,1.278,0.947,1.33,1.236,1.152,1.834,1.685,1.226,1.611,1.577,1.495,1.097,1.427,1.524,1.076,0.859869138,0.917507418,0.712887439,0.827436375,0.724159797,0.854849498,0.863263446,0.932025228,0.811023622,1.07063197
s4.06.07.cu.4,s4.06.07.cu.4.5,S.cuspidatum,0.2692,0.0159,16.9308,25,110,7.79,0.0224,1.1347,1.4205,0.797324476,0.202158379,0.186991043,0.095227075,1.291,1.162,1.225,1.12,0.805,1.312,0.808,0.937,1.375,1.312,1.565,1.396,1.545,1.354,1.135,1.785,1.131,1.425,1.365,1.504,0.824920128,0.832378223,0.792880259,0.82717873,0.709251101,0.735014006,0.714412025,0.65754386,1.007326007,0.872340426
s4.06.07.cu.5,s4.06.07.cu.5.1,S.cuspidatum,0.2686,0.0216,12.4352,25,100,6.37,0.028,1.0297,1.0583,0.97223214,0.136359855,0.111583198,0.073184496,1.045,1.002,1.183,1.097,1.246,1.034,1.131,0.811,0.916,0.832,1.044,1.118,1.065,1.012,1.267,1.152,1.155,0.915,0.96,0.895,1.000957854,0.896243292,1.110798122,1.083992095,0.983425414,0.897569444,0.979220779,0.886338798,0.954166667,0.929608939
s4.06.07.cu.5,s4.06.07.cu.5.2,S.cuspidatum,0.2889,0.0226,12.7832,16,64,5.11,0.0174,1.4136,1.4323,1.013029513,0.100685848,0.229424955,0.180584928,1.285,1.556,1.396,1.395,1.354,1.595,1.515,1.333,1.395,1.312,1.236,1.566,0.958,1.312,1.285,1.438,1.664,1.472,1.781,1.611,1.039644013,0.993614304,1.457202505,1.063262195,1.053696498,1.109179416,0.910456731,0.905570652,0.783267827,0.814400993
s4.06.07.cu.5,s4.06.07.cu.5.3,S.cuspidatum,0.1699,0.0127,13.378,19,91,5.6,0.0123,1.0594,1.2172,0.879178804,0.051631773,0.110206896,0.104953493,1.131,1.142,1.045,1.065,1.015,1.097,0.965,1.034,1.024,1.076,1.247,1.291,1.267,1.097,1.301,1.278,1.354,1.185,1.194,0.958,0.906976744,0.884585593,0.824782952,0.970829535,0.780169101,0.858372457,0.712703102,0.87257384,0.857621441,1.123173278
s4.06.07.cu.5,s4.06.07.cu.5.4,S.cuspidatum,0.2502,0.0189,13.2381,5,19,1.47,0.006,1.1806,1.2791,0.946049366,0.186135005,0.310101741,0.116449106,1.385,1.235,1.268,1.291,1.023,1.194,1.395,1.278,0.926,0.811,1.598,1.495,1.291,1.162,1.086,1.076,1.758,1.622,0.916,0.787,0.866708385,0.826086957,0.982184353,1.111015491,0.94198895,1.109665428,0.793515358,0.787916153,1.010917031,1.030495553
s4.06.07.cu.5,s4.06.07.cu.5.5,S.cuspidatum,0.3293,0.0247,13.332,11,42,3.14,0.0142,1.5107,1.3287,1.176987244,0.110603843,0.217297975,0.264593006,1.725,1.588,1.448,1.305,1.565,1.601,1.407,1.472,1.482,1.514,1.322,1.142,1.406,1.281,1.445,1.503,1.323,1.448,0.795,1.622,1.30484115,1.390542907,1.029871977,1.018735363,1.083044983,1.065202927,1.063492063,1.016574586,1.864150943,0.933415536
s4.06.07.li.1,s4.06.07.li.1.1,S.lindbergii,0.4254,0.0184,23.1196,11,42,1.19,0.0125,0.851,0.9628,0.884944995,0.049787549,0.044137966,0.05507479,0.926,0.842,0.795,0.853,0.884,0.745,0.905,0.832,0.863,0.865,0.937,0.905,0.947,0.915,0.971,0.926,1.034,1.013,0.955,1.025,0.988260406,0.93038674,0.839493136,0.932240437,0.910401648,0.804535637,0.875241779,0.821322804,0.903664921,0.843902439
s4.06.07.li.1,s4.06.07.li.1.2,S.lindbergii,0.3254,0.0177,18.3842,28,112,6.09,0.0308,0.8192,0.9704,0.846801281,0.150167773,0.084139408,0.14625744,0.641,0.638,0.863,1.024,0.778,0.965,0.724,0.853,0.651,1.055,1.034,0.777,0.853,1.013,0.995,1.013,1.025,0.937,1.013,1.044,0.619922631,0.821106821,1.011723329,1.010858835,0.781909548,0.952615992,0.706341463,0.910352188,0.642645607,1.010536398
s4.06.07.li.1,s4.06.07.li.1.3,S.lindbergii,0.6934,0.0344,20.157,33,118,5.73,0.0486,1.0797,1.2558,0.871444362,0.144394633,0.127222482,0.170045644,0.992,1.125,0.935,1.107,1.065,0.971,1.375,0.884,1.065,1.278,1.295,1.451,1.246,1.333,1.295,1.194,1.065,1.291,1.013,1.375,0.766023166,0.77532736,0.750401284,0.830457614,0.822393822,0.813232831,1.291079812,0.684740511,1.051332675,0.929454545
s4.06.07.li.1,s4.06.07.li.1.4,S.lindbergii,0.1632,0.0071,22.9859,26,101,3.7,0.0131,0.527,0.6905,0.770851992,0.069623272,0.087132371,0.111099042,0.625,0.436,0.617,0.485,0.515,0.533,0.478,0.491,0.455,0.635,0.695,0.585,0.695,0.714,0.533,0.672,0.661,0.822,0.693,0.835,0.899280576,0.745299145,0.887769784,0.679271709,0.966228893,0.793154762,0.723146747,0.597323601,0.656565657,0.760479042
s4.06.07.li.1,s4.06.07.li.1.5,S.lindbergii,0.4689,0.0217,21.6083,24,87,4.25,0.0258,0.8176,0.9999,0.829606425,0.092740714,0.112989778,0.1365488,0.746,0.858,0.853,0.874,0.821,0.925,0.596,0.905,0.745,0.853,0.832,0.815,0.875,1.005,0.992,1.135,1.097,1.055,1.107,1.086,0.896634615,1.052760736,0.974857143,0.869651741,0.827620968,0.814977974,0.543299909,0.857819905,0.672990063,0.785451197
s4.06.07.li.2,s4.06.07.li.2.1,S.lindbergii,0.5769,0.0366,15.7623,114,329,5.14,0.1022,0.9719,1.0713,0.935137884,0.16218474,0.160296007,0.24022241,0.775,0.925,0.795,1.055,0.915,0.821,1.162,1.034,1.312,0.925,1.152,1.118,1.236,0.714,1.301,0.926,1.085,1.005,1.173,1.003,0.672743056,0.827370304,0.643203883,1.477591036,0.70330515,0.886609071,1.070967742,1.028855721,1.118499574,0.9222333
s4.06.07.li.2,s4.06.07.li.2.2,S.lindbergii,0.4444,0.0255,17.4275,36,116,2.5,0.0285,0.7773,0.8426,0.929393872,0.115157327,0.086167511,0.142987569,0.884,0.766,0.661,1.023,0.8,0.745,0.651,0.874,0.645,0.724,0.756,0.815,0.735,0.937,0.874,0.811,0.855,0.895,1.013,0.735,1.169312169,0.939877301,0.899319728,1.091782284,0.915331808,0.918618989,0.761403509,0.976536313,0.636722606,0.985034014
