"sp","x","y"
"Sphagnum lindbergii",9355.36714692927,463417.892042824
"Sphagnum lindbergii",184461.754056197,473422.293165033
"Sphagnum lindbergii",66762.5360620632,444165.058170492
"Sphagnum lindbergii",9355.36714692927,463417.892042824
"Sphagnum lindbergii",187019.633845936,463545.824141839
"Sphagnum lindbergii",120396.340123065,478073.229248241
"Sphagnum lindbergii",198901.488318889,463949.981370261
"Sphagnum lindbergii",11615.1273859196,464691.681006714
"Sphagnum cuspidatum",188525.428436172,454084.2975268
"Sphagnum lindbergii",-42105.734299583,520334.578720022
"Sphagnum lindbergii",13350.3293496864,461113.844584137
"Sphagnum lindbergii",196388.487657691,508607.535514414
"Sphagnum lindbergii",187019.633845936,463545.824141839
"Sphagnum lindbergii",66817.7586347804,498881.120645074
"Sphagnum lindbergii",193944.184623026,467522.691214502
"Sphagnum lindbergii",-132501.767491341,378849.24504724
"Sphagnum lindbergii",9708.02713210968,461247.852161051
"Sphagnum lindbergii",118070.099769774,476561.349324994
"Sphagnum lindbergii",13350.3293496864,461113.844584137
"Sphagnum lindbergii",167517.29531234,510490.027459198
"Sphagnum lindbergii",-42105.734299583,520334.578720022
"Sphagnum lindbergii",27453.0453766867,518806.250572622
"Sphagnum lindbergii",169971.433764129,512216.301157746
"Sphagnum lindbergii",11773.1345444303,460892.865216777
"Sphagnum lindbergii",-101031.218271349,392747.791272847
"Sphagnum lindbergii",197536.802743707,507047.591949963
"Sphagnum lindbergii",115038.697613209,510027.529328713
"Sphagnum lindbergii",66762.5360620632,444165.058170492
"Sphagnum lindbergii",9708.02713210968,461247.852161051
"Sphagnum lindbergii",172938.268599464,509263.020258825
"Sphagnum lindbergii",-41054.3921665978,485489.099879534
"Sphagnum lindbergii",66840.2838489715,500758.585441861
"Sphagnum lindbergii",66498.8476514338,521125.202900202
"Sphagnum lindbergii",-75510.7587097688,499606.285678095
"Sphagnum lindbergii",110896.967492669,496770.68473475
"Sphagnum lindbergii",188929.237523542,460666.550131935
"Sphagnum lindbergii",46799.9128207914,444008.439814879
"Sphagnum lindbergii",-36861.0519715495,504952.002515187
"Sphagnum lindbergii",-40213.4924862968,512713.68997771
"Sphagnum lindbergii",43031.9252570845,524133.737782129
"Sphagnum lindbergii",-40213.4924862968,512713.68997771
"Sphagnum lindbergii",118070.099769774,476561.349324994
"Sphagnum lindbergii",9708.02713210968,461247.852161051
"Sphagnum lindbergii",-42105.734299583,520334.578720022
"Sphagnum lindbergii",-176050.456277161,431443.906007599
"Sphagnum lindbergii",-41054.3921665978,485489.099879534
"Sphagnum lindbergii",66840.2838489715,500758.585441861
"Sphagnum lindbergii",197536.802743707,507047.591949963
"Sphagnum lindbergii",187019.633845936,463545.824141839
"Sphagnum lindbergii",66840.2838489715,500758.585441861
"Sphagnum lindbergii",66817.7586347804,498881.120645074
"Sphagnum lindbergii",163725.147945807,509964.424924519
"Sphagnum lindbergii",184461.754056197,473422.293165033
"Sphagnum lindbergii",170156.639238754,490410.707555663
"Sphagnum lindbergii",187019.633845936,463545.824141839
"Sphagnum lindbergii",-42105.734299583,520334.578720022
"Sphagnum lindbergii",-176050.456277161,431443.906007599
"Sphagnum lindbergii",167517.29531234,510490.027459198
"Sphagnum lindbergii",180163.021249609,476519.68934077
"Sphagnum lindbergii",169971.433764129,512216.301157746
"Sphagnum lindbergii",172938.268599464,509263.020258825
"Sphagnum cuspidatum",-198660.634904689,-258157.853665381
"Sphagnum lindbergii",-42105.734299583,520334.578720022
"Sphagnum lindbergii",180163.021249609,476519.68934077
"Sphagnum lindbergii",177143.248573564,524517.359899673
"Sphagnum lindbergii",172938.268599464,509263.020258825
"Sphagnum lindbergii",128561.746695105,493144.340335785
"Sphagnum lindbergii",115038.697613209,510027.529328713
"Sphagnum lindbergii",66840.2838489715,500758.585441861
"Sphagnum lindbergii",198901.488318889,463949.981370261
"Sphagnum lindbergii",148933.080800575,549292.247205563
"Sphagnum lindbergii",193944.184623026,467522.691214502
"Sphagnum lindbergii",-42105.734299583,520334.578720022
"Sphagnum lindbergii",169971.433764129,512216.301157746
"Sphagnum lindbergii",119275.248212786,488236.698463084
"Sphagnum lindbergii",196388.487657691,508607.535514414
"Sphagnum lindbergii",-176050.456277161,431443.906007599
"Sphagnum lindbergii",14314.857118152,459500.940214209
"Sphagnum lindbergii",188525.428436172,454084.2975268
"Sphagnum lindbergii",66498.8476514338,521125.202900202
"Sphagnum lindbergii",62687.5506266744,516548.117994852
"Sphagnum lindbergii",151485.883328745,548000.050357781
"Sphagnum lindbergii",20658.4673683933,559597.147649711
"Sphagnum lindbergii",142506.655452529,568449.101586153
"Sphagnum lindbergii",146279.861328681,548760.417527938
"Sphagnum lindbergii",-24167.4096490062,534444.827294881
"Sphagnum lindbergii",200215.237365359,529572.34086735
"Sphagnum lindbergii",214170.456102048,584511.920801379
"Sphagnum lindbergii",35994.9894269829,547452.494778775
"Sphagnum lindbergii",127211.451817924,573860.944761845
"Sphagnum lindbergii",102293.188529188,608962.068566465
"Sphagnum lindbergii",18576.3589744374,568521.215505001
"Sphagnum lindbergii",214170.456102048,584511.920801379
"Sphagnum lindbergii",42721.641332117,531035.763354761
"Sphagnum lindbergii",-24167.4096490062,534444.827294881
"Sphagnum lindbergii",157592.496878884,559082.452083318
"Sphagnum lindbergii",96310.5538375987,612317.122291059
"Sphagnum lindbergii",42721.641332117,531035.763354761
"Sphagnum lindbergii",86279.5816859281,615013.528467505
"Sphagnum lindbergii",-24167.4096490062,534444.827294881
"Sphagnum lindbergii",64912.8569818262,530045.689162619
"Sphagnum lindbergii",-24167.4096490062,534444.827294881
"Sphagnum lindbergii",166360.047276552,529693.824861303
"Sphagnum lindbergii",18896.1876668216,571008.661254691
"Sphagnum lindbergii",15442.1091291823,533180.842770378
"Sphagnum lindbergii",204995.354267642,593357.56435451
"Sphagnum lindbergii",96310.5538375987,612317.122291059
"Sphagnum lindbergii",222738.780106075,585250.069199848
"Sphagnum lindbergii",222855.737410691,586730.797047707
"Sphagnum lindbergii",16966.7641378579,530431.011956366
"Sphagnum lindbergii",-19535.3185224238,537588.496750744
"Sphagnum lindbergii",35994.9894269829,547452.494778775
"Sphagnum lindbergii",35994.9894269829,547452.494778775
"Sphagnum lindbergii",83157.9036050916,596026.796877779
"Sphagnum lindbergii",143908.027599405,542361.252115916
"Sphagnum lindbergii",173613.582542462,577163.073540719
"Sphagnum lindbergii",13469.6721972768,540156.020215585
"Sphagnum lindbergii",-42231.8319159468,570039.481100616
"Sphagnum lindbergii",146279.861328681,548760.417527938
"Sphagnum lindbergii",208258.245588354,571892.999337809
"Sphagnum lindbergii",12400.2641893747,537597.593591423
"Sphagnum lindbergii",61671.1097694377,536853.485882889
"Sphagnum lindbergii",44634.5869586704,532588.071785788
"Sphagnum lindbergii",13469.6721972768,540156.020215585
"Sphagnum lindbergii",13469.6721972768,540156.020215585
"Sphagnum lindbergii",157592.496878884,559082.452083318
"Sphagnum lindbergii",184228.514062905,559980.845062555
"Sphagnum lindbergii",150935.94604975,534962.481647458
"Sphagnum lindbergii",20658.4673683933,559597.147649711
"Sphagnum lindbergii",222855.737410691,586730.797047707
"Sphagnum lindbergii",-24167.4096490062,534444.827294881
"Sphagnum lindbergii",22254.4698852437,565393.037174059
"Sphagnum lindbergii",132835.000974864,580936.325552893
"Sphagnum lindbergii",18896.1876668216,571008.661254691
"Sphagnum lindbergii",88668.2775556016,604484.270408067
"Sphagnum lindbergii",199616.900635658,528639.849642382
"Sphagnum lindbergii",12400.2641893747,537597.593591423
"Sphagnum lindbergii",35994.9894269829,547452.494778775
"Sphagnum lindbergii",42721.641332117,531035.763354761
"Sphagnum lindbergii",15442.1091291823,533180.842770378
"Sphagnum lindbergii",117378.074266774,573565.849702606
"Sphagnum lindbergii",13469.6721972768,540156.020215585
"Sphagnum lindbergii",44634.5869586704,532588.071785788
"Sphagnum lindbergii",15442.1091291823,533180.842770378
"Sphagnum lindbergii",83157.9036050916,596026.796877779
"Sphagnum lindbergii",86279.5816859281,615013.528467505
"Sphagnum lindbergii",181456.310676644,585972.560488487
"Sphagnum lindbergii",-41063.0172193863,569820.517948393
"Sphagnum lindbergii",42721.641332117,531035.763354761
"Sphagnum lindbergii",18896.1876668216,571008.661254691
"Sphagnum lindbergii",15442.1091291823,533180.842770378
"Sphagnum lindbergii",74255.046367357,623092.123088395
"Sphagnum lindbergii",19659.2242043607,554551.239254519
"Sphagnum lindbergii",13469.6721972768,540156.020215585
"Sphagnum lindbergii",205204.439442277,572845.620493698
"Sphagnum lindbergii",61671.1097694377,536853.485882889
"Sphagnum lindbergii",174093.494901659,560996.955451942
"Sphagnum lindbergii",205204.439442277,572845.620493698
"Sphagnum lindbergii",-41063.0172193863,569820.517948393
"Sphagnum lindbergii",86279.5816859281,615013.528467505
"Sphagnum lindbergii",151485.883328745,548000.050357781
"Sphagnum lindbergii",220631.575864641,585983.115747202
"Sphagnum lindbergii",104427.503710017,608909.308029905
"Sphagnum lindbergii",197211.142423399,557340.761969799
"Sphagnum lindbergii",74255.046367357,623092.123088395
"Sphagnum lindbergii",143908.027599405,542361.252115916
"Sphagnum lindbergii",127211.451817924,573860.944761845
"Sphagnum lindbergii",12400.2641893747,537597.593591423
"Sphagnum lindbergii",-42231.8319159468,570039.481100616
"Sphagnum lindbergii",222855.737410691,586730.797047707
"Sphagnum lindbergii",143908.027599405,542361.252115916
"Sphagnum lindbergii",42721.641332117,531035.763354761
"Sphagnum lindbergii",146279.861328681,548760.417527938
"Sphagnum lindbergii",22254.4698852437,565393.037174059
"Sphagnum lindbergii",151485.883328745,548000.050357781
"Sphagnum lindbergii",20658.4673683933,559597.147649711
"Sphagnum lindbergii",199616.900635658,528639.849642382
"Sphagnum lindbergii",18896.1876668216,571008.661254691
"Sphagnum lindbergii",104427.503710017,608909.308029905
"Sphagnum lindbergii",15442.1091291823,533180.842770378
"Sphagnum lindbergii",15442.1091291823,533180.842770378
"Sphagnum lindbergii",88668.2775556016,604484.270408067
"Sphagnum lindbergii",44634.5869586704,532588.071785788
"Sphagnum lindbergii",64912.8569818262,530045.689162619
"Sphagnum lindbergii",12400.2641893747,537597.593591423
"Sphagnum lindbergii",18576.3589744374,568521.215505001
"Sphagnum lindbergii",174093.494901659,560996.955451942
"Sphagnum lindbergii",192936.746059019,549648.006800221
"Sphagnum lindbergii",204995.354267642,593357.56435451
"Sphagnum lindbergii",44634.5869586704,532588.071785788
"Sphagnum lindbergii",22254.4698852437,565393.037174059
"Sphagnum lindbergii",-41063.0172193863,569820.517948393
"Sphagnum lindbergii",25717.0662371982,538152.692691669
"Sphagnum lindbergii",-41063.0172193863,569820.517948393
"Sphagnum lindbergii",15442.1091291823,533180.842770378
"Sphagnum lindbergii",143908.027599405,542361.252115916
"Sphagnum lindbergii",13469.6721972768,540156.020215585
"Sphagnum lindbergii",61671.1097694377,536853.485882889
"Sphagnum lindbergii",64912.8569818262,530045.689162619
"Sphagnum lindbergii",200215.237365359,529572.34086735
"Sphagnum lindbergii",42721.641332117,531035.763354761
"Sphagnum lindbergii",208258.245588354,571892.999337809
"Sphagnum lindbergii",64912.8569818262,530045.689162619
"Sphagnum lindbergii",155293.912603326,559601.238719142
"Sphagnum lindbergii",35994.9894269829,547452.494778775
"Sphagnum lindbergii",143908.027599405,542361.252115916
"Sphagnum lindbergii",88668.2775556016,604484.270408067
"Sphagnum lindbergii",74255.046367357,623092.123088395
"Sphagnum lindbergii",19659.2242043607,554551.239254519
"Sphagnum lindbergii",35994.9894269829,547452.494778775
"Sphagnum lindbergii",102293.188529188,608962.068566465
"Sphagnum lindbergii",-42231.8319159468,570039.481100616
"Sphagnum lindbergii",44764.6419565325,530713.637022914
"Sphagnum lindbergii",74255.046367357,623092.123088395
"Sphagnum lindbergii",13469.6721972768,540156.020215585
"Sphagnum lindbergii",102293.188529188,608962.068566465
"Sphagnum lindbergii",-41063.0172193863,569820.517948393
"Sphagnum lindbergii",120187.483591864,595004.70683101
"Sphagnum lindbergii",20658.4673683933,559597.147649711
"Sphagnum lindbergii",35994.9894269829,547452.494778775
"Sphagnum lindbergii",102293.188529188,608962.068566465
"Sphagnum lindbergii",15442.1091291823,533180.842770378
"Sphagnum lindbergii",205204.439442277,572845.620493698
"Sphagnum cuspidatum",143908.027599405,542361.252115916
"Sphagnum lindbergii",13469.6721972768,540156.020215585
"Sphagnum lindbergii",20658.4673683933,559597.147649711
"Sphagnum lindbergii",35994.9894269829,547452.494778775
"Sphagnum lindbergii",-24167.4096490062,534444.827294881
"Sphagnum lindbergii",86279.5816859281,615013.528467505
"Sphagnum lindbergii",13469.6721972768,540156.020215585
"Sphagnum lindbergii",18896.1876668216,571008.661254691
"Sphagnum lindbergii",209983.686270441,570038.269678649
"Sphagnum lindbergii",42721.641332117,531035.763354761
"Sphagnum lindbergii",64912.8569818262,530045.689162619
"Sphagnum lindbergii",172987.233956704,576042.014166832
"Sphagnum lindbergii",20658.4673683933,559597.147649711
"Sphagnum lindbergii",214170.456102048,584511.920801379
"Sphagnum lindbergii",42721.641332117,531035.763354761
"Sphagnum lindbergii",20658.4673683933,559597.147649711
"Sphagnum lindbergii",82391.7343727899,605202.960045558
"Sphagnum lindbergii",199185.071979925,573180.100754309
"Sphagnum lindbergii",44764.6419565325,530713.637022914
"Sphagnum lindbergii",74255.046367357,623092.123088395
"Sphagnum lindbergii",127777.777034159,559975.640298111
"Sphagnum lindbergii",174093.494901659,560996.955451942
"Sphagnum lindbergii",188490.82156375,567376.951716282
"Sphagnum lindbergii",133306.470233689,578921.199295586
"Sphagnum lindbergii",199616.900635658,528639.849642382
"Sphagnum lindbergii",66763.1663235769,544745.122085348
"Sphagnum lindbergii",9369.2395348464,566276.936545645
"Sphagnum lindbergii",22393.1610558785,600887.203293583
"Sphagnum lindbergii",43727.2852625581,520921.707492959
"Sphagnum lindbergii",3601.28932978743,501327.013766777
"Sphagnum lindbergii",-27759.0542327756,606668.07672862
"Sphagnum lindbergii",-67191.7156211088,509110.363064174
"Sphagnum lindbergii",3754.79561327426,536038.499876714
"Sphagnum lindbergii",-4104.17980215479,581121.405984105
"Sphagnum lindbergii",-139626.671765028,291595.746235449
"Sphagnum lindbergii",61129.511251693,548032.710473434
"Sphagnum lindbergii",-4104.17980215479,581121.405984105
"Sphagnum lindbergii",124002.495872628,592928.161737638
"Sphagnum lindbergii",115315.471766979,530927.909797083
"Sphagnum lindbergii",-35453.1339767114,250893.097002936
"Sphagnum lindbergii",21825.7794911234,635233.254916723
"Sphagnum lindbergii",138933.307267879,539864.233966589
"Sphagnum lindbergii",-1593.74357212106,506536.658695594
"Sphagnum lindbergii",-17913.3798708478,590704.034703358
"Sphagnum lindbergii",-29829.2807237782,540844.729946011
"Sphagnum lindbergii",-1905.71055698148,539732.292112757
"Sphagnum lindbergii",46838.2698698612,549539.090688884
"Sphagnum lindbergii",74034.1076223244,504004.287144399
"Sphagnum lindbergii",9369.2395348464,566276.936545645
"Sphagnum lindbergii",-1593.74357212106,506536.658695594
"Sphagnum lindbergii",130380.909394428,518549.550253436
"Sphagnum lindbergii",64625.7642848615,631773.210181711
"Sphagnum lindbergii",61671.1097694377,536853.485882889
"Sphagnum lindbergii",44332.4419322347,452173.400118138
"Sphagnum lindbergii",98563.0319422905,564425.684914657
"Sphagnum lindbergii",71660.2357641095,466110.933488548
"Sphagnum lindbergii",188929.237523542,460666.550131935
"Sphagnum lindbergii",3601.28932978743,501327.013766777
"Sphagnum lindbergii",29477.2740866583,568209.605890184
"Sphagnum lindbergii",177934.233867073,594616.725686895
"Sphagnum lindbergii",11615.1273859196,464691.681006714
"Sphagnum lindbergii",80278.2008903105,503137.651115773
"Sphagnum lindbergii",-103454.898542715,254507.090248846
"Sphagnum lindbergii",-103454.898542715,254507.090248846
"Sphagnum lindbergii",-126259.292718489,218637.762599915
"Sphagnum lindbergii",146807.597058848,500878.243383222
"Sphagnum lindbergii",48430.7272227934,516310.0562884
"Sphagnum lindbergii",23057.1908678811,546709.525380175
"Sphagnum lindbergii",186017.072424249,481768.306167098
"Sphagnum lindbergii",-81952.3631335639,260707.469969334
"Sphagnum lindbergii",175754.728925056,487021.768860629
"Sphagnum lindbergii",43727.2852625581,520921.707492959
"Sphagnum lindbergii",23057.1908678811,546709.525380175
"Sphagnum lindbergii",-146896.386098804,306070.586588681
"Sphagnum lindbergii",-81952.3631335639,260707.469969334
"Sphagnum lindbergii",3601.28932978743,501327.013766777
"Sphagnum lindbergii",43466.9302100302,455543.159125663
"Sphagnum lindbergii",138933.307267879,539864.233966589
"Sphagnum lindbergii",51264.4150302375,512465.655056881
"Sphagnum lindbergii",-42.9647659244928,485995.160769918
"Sphagnum lindbergii",23057.1908678811,546709.525380175
"Sphagnum lindbergii",22393.1610558785,600887.203293583
"Sphagnum lindbergii",-1593.74357212106,506536.658695594
"Sphagnum lindbergii",146807.597058848,500878.243383222
"Sphagnum lindbergii",-139626.671765028,291595.746235449
"Sphagnum lindbergii",9369.2395348464,566276.936545645
"Sphagnum lindbergii",-4104.17980215479,581121.405984105
"Sphagnum lindbergii",171069.051157394,490334.775804473
"Sphagnum lindbergii",46838.2698698612,549539.090688884
"Sphagnum lindbergii",43466.9302100302,455543.159125663
"Sphagnum lindbergii",45832.1825614092,455643.636985538
"Sphagnum lindbergii",177934.233867073,594616.725686895
"Sphagnum lindbergii",46838.2698698612,549539.090688884
"Sphagnum lindbergii",66763.1663235769,544745.122085348
"Sphagnum lindbergii",80767.7038893779,545898.488255982
"Sphagnum lindbergii",66763.1663235769,544745.122085348
"Sphagnum lindbergii",127826.959245651,545999.56415424
"Sphagnum lindbergii",15300.2938180956,483001.632732919
"Sphagnum lindbergii",21825.7794911234,635233.254916723
"Sphagnum lindbergii",186017.072424249,481768.306167098
"Sphagnum lindbergii",23057.1908678811,546709.525380175
"Sphagnum lindbergii",46838.2698698612,549539.090688884
"Sphagnum lindbergii",46838.2698698612,549539.090688884
"Sphagnum lindbergii",-103454.898542715,254507.090248846
"Sphagnum lindbergii",-27759.0542327756,606668.07672862
"Sphagnum lindbergii",71660.2357641095,466110.933488548
"Sphagnum lindbergii",-100665.641694222,251084.707264997
"Sphagnum lindbergii",146807.597058848,500878.243383222
"Sphagnum lindbergii",93531.4198696403,489293.522991534
"Sphagnum lindbergii",-146896.386098804,306070.586588681
"Sphagnum lindbergii",190506.412957244,440084.815015845
"Sphagnum lindbergii",46838.2698698612,549539.090688884
"Sphagnum lindbergii",-103454.898542715,254507.090248846
"Sphagnum lindbergii",35068.7153049358,509532.794543271
"Sphagnum lindbergii",129649.629257716,564632.470114506
"Sphagnum lindbergii",61671.1097694377,536853.485882889
"Sphagnum lindbergii",23057.1908678811,546709.525380175
"Sphagnum lindbergii",48430.7272227934,516310.0562884
"Sphagnum lindbergii",128561.746695105,493144.340335785
"Sphagnum lindbergii",51264.4150302375,512465.655056881
"Sphagnum lindbergii",8106.28825893502,489668.454743664
"Sphagnum lindbergii",175754.728925056,487021.768860629
"Sphagnum lindbergii",175754.728925056,487021.768860629
"Sphagnum lindbergii",129543.191899621,545572.102690911
"Sphagnum lindbergii",93531.4198696403,489293.522991534
"Sphagnum lindbergii",146807.597058848,500878.243383222
"Sphagnum lindbergii",61129.511251693,548032.710473434
"Sphagnum lindbergii",146807.597058848,500878.243383222
"Sphagnum cuspidatum",-189416.728585344,-356468.711085536
"Sphagnum cuspidatum",-187779.410354209,-289585.085389831
"Sphagnum cuspidatum",-146333.56646786,-269859.729009452
"Sphagnum cuspidatum",71180.92587637,40447.8100610984
"Sphagnum cuspidatum",-1402.19331511738,97707.2769309411
"Sphagnum cuspidatum",-181220.904475477,-354474.018401281
"Sphagnum cuspidatum",-208534.029921625,-236954.378849822
"Sphagnum cuspidatum",-83327.6757763099,-147070.287799771
"Sphagnum cuspidatum",-201843.634289905,-320509.30588812
"Sphagnum cuspidatum",-219881.99997977,-325649.069376009
"Sphagnum cuspidatum",-187779.410354209,-289585.085389831
"Sphagnum cuspidatum",-83327.6757763099,-147070.287799771
"Sphagnum cuspidatum",111861.657547896,-84755.1466488021
"Sphagnum cuspidatum",-172813.377002269,-310597.715880562
"Sphagnum cuspidatum",-201843.634289905,-320509.30588812
"Sphagnum cuspidatum",22450.1093870432,-87734.5647608514
"Sphagnum cuspidatum",-173002.359244707,-297740.892615953
"Sphagnum cuspidatum",-172813.377002269,-310597.715880562
"Sphagnum cuspidatum",-218419.077732468,-209043.560351519
"Sphagnum cuspidatum",-136167.684700682,-210248.38456523
"Sphagnum cuspidatum",-173002.359244707,-297740.892615953
"Sphagnum cuspidatum",-187779.410354209,-289585.085389831
"Sphagnum cuspidatum",-244521.603027583,-284933.035359902
"Sphagnum cuspidatum",-132398.40299185,-289157.996709554
"Sphagnum cuspidatum",-189432.672160281,-333182.730712417
"Sphagnum cuspidatum",-158741.809821221,-246882.999375131
"Sphagnum cuspidatum",-189416.728585344,-356468.711085536
"Sphagnum cuspidatum",-152672.826229731,-372921.476298653
"Sphagnum cuspidatum",-197202.312180349,-372866.961452302
"Sphagnum cuspidatum",-132641.058340033,-23268.7356192559
"Sphagnum cuspidatum",-215545.658490165,-322992.887471195
"Sphagnum cuspidatum",-146333.56646786,-269859.729009452
"Sphagnum cuspidatum",-53366.1945645979,-30295.6557648137
"Sphagnum cuspidatum",-172813.377002269,-310597.715880562
"Sphagnum cuspidatum",111861.657547896,-84755.1466488021
"Sphagnum cuspidatum",-185532.524470471,-288798.167679021
"Sphagnum cuspidatum",-99799.2037877755,-100514.521698011
"Sphagnum cuspidatum",-14654.2096835188,-104974.505184051
"Sphagnum cuspidatum",-187779.410354209,-289585.085389831
"Sphagnum cuspidatum",-198101.199244088,-364314.507738205
"Sphagnum cuspidatum",-99799.2037877755,-100514.521698011
"Sphagnum cuspidatum",-218419.077732468,-209043.560351519
"Sphagnum cuspidatum",-226267.36959094,-214759.91562173
"Sphagnum cuspidatum",-89467.7626203944,-240506.530318553
"Sphagnum cuspidatum",-238991.229789484,-214341.698354222
"Sphagnum cuspidatum",-180029.860936133,-331627.52756336
"Sphagnum cuspidatum",-208534.029921625,-236954.378849822
"Sphagnum cuspidatum",-124906.968936997,-330736.853502783
"Sphagnum cuspidatum",-71282.1945942414,-354068.314100383
"Sphagnum lindbergii",-116670.62512053,55571.7828293376
"Sphagnum cuspidatum",-187779.410354209,-289585.085389831
"Sphagnum lindbergii",100944.25559666,626068.054209937
"Sphagnum lindbergii",95373.5110113182,695715.169135398
"Sphagnum lindbergii",101188.839311906,626550.585650464
"Sphagnum lindbergii",161804.749135732,800249.10553389
"Sphagnum lindbergii",161804.749135732,800249.10553389
"Sphagnum lindbergii",322006.012548331,695844.577347344
"Sphagnum lindbergii",161804.749135732,800249.10553389
"Sphagnum lindbergii",161804.749135732,800249.10553389
"Sphagnum lindbergii",153640.249317943,782863.69938916
"Sphagnum lindbergii",152359.321614139,787409.644713492
"Sphagnum lindbergii",161804.749135732,800249.10553389
"Sphagnum lindbergii",159874.029269132,793904.626918768
"Sphagnum lindbergii",160292.791078866,798146.098722204
"Sphagnum lindbergii",95373.5110113182,695715.169135398
"Sphagnum lindbergii",95373.5110113182,695715.169135398
"Sphagnum lindbergii",153640.249317943,782863.69938916
"Sphagnum lindbergii",158706.24761174,789294.804703404
"Sphagnum lindbergii",153640.249317943,782863.69938916
"Sphagnum lindbergii",165188.720653395,783406.151118324
"Sphagnum lindbergii",167777.898976268,775937.651424666
"Sphagnum lindbergii",101115.805253339,626548.176384946
"Sphagnum lindbergii",158706.24761174,789294.804703404
"Sphagnum lindbergii",267937.936578152,694752.927962151
"Sphagnum lindbergii",164521.051147458,773743.567779087
"Sphagnum lindbergii",167777.898976268,775937.651424666
"Sphagnum lindbergii",160292.791078866,798146.098722204
"Sphagnum lindbergii",158706.24761174,789294.804703404
"Sphagnum lindbergii",156150.236441867,786358.84895509
"Sphagnum cuspidatum",-221884.068525414,-323223.685490471
"Sphagnum cuspidatum",-221029.077467746,-313703.963857335
"Sphagnum cuspidatum",-233986.072682422,-305872.872669659
"Sphagnum lindbergii",-262873.169738328,-199295.838587391
"Sphagnum cuspidatum",-98592.6014758056,-413896.354281477
"Sphagnum cuspidatum",-278423.198417402,-190595.481819096
"Sphagnum cuspidatum",-277246.948467277,-185358.605510103
"Sphagnum lindbergii",-74509.3260989099,685543.35465788
"Sphagnum lindbergii",-76259.7668129896,687528.307159708
"Sphagnum cuspidatum",-209965.56881825,-333361.027694951
"Sphagnum cuspidatum",-209965.56881825,-333361.027694951
"Sphagnum cuspidatum",-84977.2714018436,-112100.223910832
"Sphagnum cuspidatum",-206842.922117727,-359781.072918955
"Sphagnum cuspidatum",-260736.333697897,-70811.9268983844
"Sphagnum cuspidatum",-118071.258137855,331730.363003595
"Sphagnum lindbergii",-118071.258137855,331730.363003595
"Sphagnum cuspidatum",-200937.86161629,-355597.319333646
"Sphagnum cuspidatum",-204999.163747375,-354547.126757947
"Sphagnum cuspidatum",-198355.3916852,-350859.960236647
"Sphagnum cuspidatum",-176946.425929095,-381988.821089128
"Sphagnum lindbergii",-192701.352861951,390563.657144462
"Sphagnum cuspidatum",-198462.123748784,-382791.586791519
"Sphagnum cuspidatum",-199999.177480352,-407320.734666775
"Sphagnum cuspidatum",-215225.822665986,-328554.983285211
"Sphagnum cuspidatum",-195574.694864303,-395656.677835116
"Sphagnum lindbergii",-231787.440293038,-402735.276154776
"Sphagnum cuspidatum",-233865.548651472,-182514.107018431
"Sphagnum cuspidatum",-246112.939316233,-192833.505979541
"Sphagnum cuspidatum",-234294.95537855,-184637.812971725
"Sphagnum cuspidatum",-249776.230042619,-185504.617497221
"Sphagnum cuspidatum",-233587.304377335,-179725.000347098
"Sphagnum cuspidatum",-117405.93652225,-325772.997233669
"Sphagnum lindbergii",40568.0290496424,433247.818143868
"Sphagnum lindbergii",54759.6182366431,326413.991927855
"Sphagnum lindbergii",54025.1165428927,326266.332546683
"Sphagnum lindbergii",-475.268270356857,367196.400874716
"Sphagnum lindbergii",37465.7513580716,435879.922329545
"Sphagnum lindbergii",39883.2674659294,432492.872414859
"Sphagnum lindbergii",-2320.27996470631,369493.726513971
"Sphagnum lindbergii",37702.2788122453,435973.133748082
"Sphagnum cuspidatum",-117105.973514228,-325341.738365513
"Sphagnum cuspidatum",-166975.900285399,-362397.79940554
"Sphagnum cuspidatum",-191136.174722153,-362572.223527919
"Sphagnum cuspidatum",-185057.012865175,-362199.698034249
"Sphagnum cuspidatum",-145143.931829614,-355465.815897529
"Sphagnum cuspidatum",-102393.441667805,-312983.547468939
"Sphagnum cuspidatum",-75784.9218036924,-325363.359329846
"Sphagnum cuspidatum",-185057.012865175,-362199.698034249
"Sphagnum cuspidatum",-156988.310734812,-175164.799823331
"Sphagnum cuspidatum",-191136.174722153,-362572.223527919
"Sphagnum cuspidatum",-73650.6783050902,-346143.734408178
"Sphagnum lindbergii",-33905.4721874284,442491.131421985
"Sphagnum lindbergii",-93932.5770059599,349293.955522755
"Sphagnum lindbergii",-62215.3339575742,419188.750562747
"Sphagnum lindbergii",-64967.3886474806,423235.576629396
"Sphagnum cuspidatum",10062.5162594126,-74992.627580711
"Sphagnum lindbergii",33217.9061720008,704996.62840675
"Sphagnum cuspidatum",-202887.970143385,-327197.798630248
"Sphagnum cuspidatum",-208378.335834457,-361880.863239046
"Sphagnum cuspidatum",-208068.668498574,-319265.367132049
"Sphagnum lindbergii",25145.5621717213,601484.369142617
"Sphagnum cuspidatum",-218040.032833309,-320237.986183387
"Sphagnum cuspidatum",-215806.769379916,-313593.326973756
"Sphagnum cuspidatum",-199454.008469583,-405170.357067968
"Sphagnum cuspidatum",-144642.915517757,-36772.6157213131
"Sphagnum lindbergii",-164111.651703863,130765.8963075
